"anio","mes","concepto","oferta_total","inventario_inicial","produccion","importaciones_totales","demanda_total","exportaciones_totales","consumo_nacional_aparente","inventario_final","importaciones_fuera_arancel","importaciones_amparo_arancel","ingenios","estados_unidos","resto_mundo","ventas_immex","otras_empresas","estados_unidos_otras_empresas","resto_mundo_otras_empresas","ventas_domesticas_ingenios"
"2014","11","jmrf","115231","0","41568","73663","115231","2724","112508","0","","","","","","","","","",""
"2014","12","jmrf","114435","0","41568","72866","114435","2866","111568","0","","","","","","","","","",""
"2015","1","jmrf","123370","0","41568","81802","123370","3034","120336","0","","","","","","","","","",""
"2015","2","jmrf","99226","0","41568","57657","99226","2670","96555","0","","","","","","","","","",""
"2015","3","jmrf","117047","0","41568","75478","117047","3101","113946","0","","","","","","","","","",""
"2015","4","jmrf","132774","0","41568","91206","132774","2850","129924","0","","","","","","","","","",""
"2015","5","jmrf","130297","0","41568","88728","130297","3115","127182","0","","","","","","","","","",""
"2015","6","jmrf","135346","0","41568","93777","135346","2904","132442","0","","","","","","","","","",""
"2015","7","jmrf","142122","0","41568","100554","142122","2778","139344","0","","","","","","","","","",""
"2015","8","jmrf","117706","0","41568","76138","117706","2084","115622","0","","","","","","","","","",""
"2015","9","jmrf","126025","0","41568","84456","126025","2357","123667","0","","","","","","","","","",""
"2015","10","jmrf","118469","0","41568","76901","118469","2355","116115","0","","","","","","","","","",""
"2015","11","jmrf","112556","0","41568","70987","112556","2780","109776","0","","","","","","","","","",""
"2015","12","jmrf","124998","0","41568","83430","124998","2778","122221","0","","","","","","","","","",""
"2016","1","jmrf","100767","0","41568","59198","100767","2367","98399","0","","","","","","","","","",""
"2016","2","jmrf","121991","0","41568","80423","121991","2435","119556","0","","","","","","","","","",""
"2016","3","jmrf","117195","0","41568","75627","117195","3642","113553","0","","","","","","","","","",""
"2016","4","jmrf","130295","0","43153","87141","130295","3228","127067","0","","","","","","","","","",""
"2016","5","jmrf","123751","0","43153","80598","123751","3274","120477","0","","","","","","","","","",""
"2016","6","jmrf","150832","0","43153","107678","150832","3943","146889","0","","","","","","","","","",""
"2016","7","jmrf","132611","0","43153","89458","132611","3294","129318","0","","","","","","","","","",""
"2016","8","jmrf","140285","0","44904","95382","140285","3552","136733","0","","","","","","","","","",""
"2016","9","jmrf","133506","0","44904","88603","133506","3628","129879","0","","","","","","","","","",""
"2016","10","jmrf","109273.2101","0","40314.92245","68958.28765","109273.2101","3086.09408","106187.116","0","","","","","","","","","",""
"2016","11","jmrf","126507.0426","0","37889.73633","88617.30631","126507.0426","3619.797458","122887.2452","0","","","","","","","","","",""
"2016","12","jmrf","122240.5749","0","42517.25633","79723.31857","122240.5749","3584.43768","118656.1372","0","","","","","","","","","",""
"2017","1","jmrf","124666.237","0","41528.23569","83138.00132","124666.237","2640.75887","122025.4781","0","","","","","","","","","",""
"2017","2","jmrf","111385.1742","0","38738.39027","72646.78398","111385.1742","2724.196438","108660.9778","0","","","","","","","","","",""
"2017","3","jmrf","138115.6958","0","44424.74028","93690.95549","138115.6958","3702.4394","134413.2564","0","","","","","","","","","",""
"2017","4","jmrf","119889.2378","0","41498.62055","78390.61722","119889.2378","2926.615725","116962.622","0","","","","","","","","","",""
"2017","5","jmrf","154468.9073","0","45933.18888","108535.7184","154468.9073","3648.390054","150820.5172","0","","","","","","","","","",""
"2017","6","jmrf","141846.3019","0","45937.69517","95908.60676","141846.3019","3905.857633","137940.4443","0","","","","","","","","","",""
"2017","7","jmrf","143659.9164","0","45645.95843","98013.95795","143659.9164","3140.052552","140519.8638","0","","","","","","","","","",""
"2017","8","jmrf","136601.92","0","45289.84669","91312.07327","136601.92","2622.74344","133979.1765","0","","","","","","","","","",""
"2017","9","jmrf","130849.4492","0","46680.90858","84168.54063","130849.4492","2226.250964","128623.1982","0","","","","","","","","","",""
"2017","10","jmrf","116834.1634","0","43280.41611","73553.74729","116834.1634","353.7324334","116480.431","0","","","","","","","","","",""
"2017","11","jmrf","130705.5208","0","43770.47791","86935.04289","130705.5208","327.5253973","130377.9954","0","","","","","","","","","",""
"2017","12","jmrf","148125.0339","0","43884.40714","104240.6267","148125.0339","318.1095774","147806.9243","0","","","","","","","","","",""
"2018","1","jmrf","118162.7356","0","44098.60455","74064.13108","118162.7356","242.1672456","117920.5684","0","","","","","","","","","",""
"2018","2","jmrf","114726.0277","0","44585.89675","70140.13098","114726.0277","329.5881622","114396.4396","0","","","","","","","","","",""
"2018","3","jmrf","128663.7138","0","44600.54734","84063.16645","128663.7138","335.9820829","128327.7317","0","","","","","","","","","",""
"2018","4","jmrf","148255.0324","0","44882.54069","103372.4917","148255.0324","755.4844525","147499.5479","0","","","","","","","","","",""
"2018","5","jmrf","138577.1437","0","44787.02721","93790.11647","138577.1437","894.0683405","137683.0753","0","","","","","","","","","",""
"2018","6","jmrf","141770.2835","0","44682.42104","97087.86245","141770.2835","456.1397746","141314.1437","0","","","","","","","","","",""
"2018","7","jmrf","138939.4301","0","44594.82673","94344.60337","138939.4301","291.7271275","138647.703","0","","","","","","","","","",""
"2018","8","jmrf","140367.5115","0","44531.64309","95835.86839","140367.5115","288.9602377","140078.5512","0","","","","","","","","","",""
"2018","9","jmrf","133036.4806","0","44336.25532","88700.22523","133036.4806","377.4250406","132659.0555","0","","","","","","","","","",""
"2018","10","jmrf","127067.8717","0","44432.24071","82635.63101","127067.8717","349.9165845","126717.9551","0","","","","","","","","","",""
"2018","11","jmrf","106561.1873","0","44492.40096","62068.78632","106561.1873","508.7140825","106052.4732","0","","","","","","","","","",""
"2018","12","jmrf","123629.8222","0","44547.67313","79082.14911","123629.8222","1332.454722","122297.3675","0","","","","","","","","","",""
"2019","1","jmrf","113511.3436","0","44588.49754","68922.84602","113511.3436","218.4737835","113292.8698","0","","","","","","","","","",""
"2019","2","jmrf","119949.8054","0","44588.73398","75361.0714","119949.8054","252.8293561","119696.976","0","","","","","","","","","",""
"2019","3","jmrf","125000.2251","0","44587.66004","80412.56506","125000.2251","297.8356895","124702.3894","0","","","","","","","","","",""
"2019","4","jmrf","146888.0904","0","44560.8527","102327.2377","146888.0904","112.1177721","146775.9726","0","","","","","","","","","",""
"2019","5","jmrf","145542.9753","0","44540.29139","101002.6839","145542.9753","352.1600682","145190.8152","0","","","","","","","","","",""
"2019","6","jmrf","138382.7715","0","44527.37051","93855.40103","138382.7715","282.8849249","138099.8866","0","","","","","","","","","",""
"2019","7","jmrf","136313.3257","0","44521.23812","91792.08761","136313.3257","269.1610544","136044.1647","0","","","","","","","","","",""
"2019","8","jmrf","122477.9953","0","44520.29222","77957.70312","122477.9953","281.9957775","122195.9996","0","","","","","","","","","",""
"2019","9","jmrf","127724.7027","0","44537.02284","83187.67983","127724.7027","394.4854898","127330.2172","0","","","","","","","","","",""
"2019","10","jmrf","120659.0803","0","44546.54849","76112.53183","120659.0803","368.3414551","120290.7389","0","","","","","","","","","",""
"2019","11","jmrf","116460.1785","0","44551.471","71908.70748","116460.1785","391.3072831","116068.8712","0","","","","","","","","","",""
"2019","12","jmrf","109950.0982","0","44551.81626","65398.28194","109950.0982","151.5976671","109798.5005","0","","","","","","","","","",""
"2020","1","jmrf","114395.5747","0","44548.4816","69847.09314","114395.5747","251.7605072","114143.8142","0","","","","","","","","","",""
"2020","2","jmrf","110824.1929","0","44544.82229","66279.37064","110824.1929","208.5275393","110615.6654","0","","","","","","","","","",""
"2020","3","jmrf","114078.8723","0","44540.92795","69537.94435","114078.8723","278.930663","113799.9416","0","","","","","","","","","",""
"2020","4","jmrf","111065.1898","0","44539.11661","66526.07318","111065.1898","1247.969697","109817.2201","0","","","","","","","","","",""
"2020","5","jmrf","118019.7564","0","44539.00981","73480.7466","118019.7564","517.6705338","117502.0859","0","","","","","","","","","",""
"2020","6","jmrf","121697.3958","0","44540.06793","77157.32787","121697.3958","328.0216645","121369.3741","0","","","","","","","","","",""
"2020","7","jmrf","125317.0262","0","44541.77973","80775.24652","125317.0262","258.835399","125058.1908","0","","","","","","","","","",""
"2020","8","jmrf","108765.8467","0","44543.73313","64222.11357","108765.8467","304.4872514","108461.3595","0","","","","","","","","","",""
"2020","9","jmrf","121053.6029","0","44544.34316","76509.2597","121053.6029","235.582173","120818.0207","0","","","","","","","","","",""
"2020","10","jmrf","117578.7931","0","43333.33333","74245.45979","117578.7931","389.7316545","117189.0615","0","","","","","","","","","",""
"2020","11","jmrf","106859.3099","0","43333.33333","63525.97656","106859.3099","214.1059654","106645.2039","0","","","","","","","","","",""
"2020","12","jmrf","110536.8513","0","43333.33333","67203.51798","110536.8513","262.3431347","110274.5082","0","","","","","","","","","",""
"2021","1","jmrf","101790.9371","0","43333.33333","58457.60376","101790.9371","190.4656752","101600.4714","0","","","","","","","","","",""
"2021","2","jmrf","95935.86262","0","43333.33333","52602.52929","95935.86262","287.5005547","95648.36207","0","","","","","","","","","",""
"2021","3","jmrf","103056.8245","0","43333.33333","59723.49119","103056.8245","282.4547786","102774.3697","0","","","","","","","","","",""
"2021","4","jmrf","121943.5982","0","43333.33333","78610.26488","121943.5982","457.9559097","121485.6423","0","","","","","","","","","",""
"2021","5","jmrf","114332.7261","0","43333.33333","70999.39272","114332.7261","295.3486223","114037.3774","0","","","","","","","","","",""
"2021","6","jmrf","119948.5871","0","43333.33333","76615.25378","119948.5871","315.3063861","119633.2807","0","","","","","","","","","",""
"2021","7","jmrf","107270.7778","0","43333.33333","63937.44444","107270.7778","399.8051068","106870.9727","0","","","","","","","","","",""
"2021","8","jmrf","109771.1422","0","43333.33333","66437.80887","109771.1422","464.9871858","109306.155","0","","","","","","","","","",""
"2021","9","jmrf","115160.2847","0","43333.33333","71826.95136","115160.2847","721.1127445","114439.1719","0","","","","","","","","","",""
"2021","10","jmrf","103413.3267","0","43333.33333","60079.99332","103413.3267","277.5453825","103135.7813","0","","","","","","","","","",""
"2021","11","jmrf","98016.55709","0","43333.33333","54683.22376","98016.55709","355.8350285","97660.72207","0","","","","","","","","","",""
"2021","12","jmrf","121384.1409","0","43333.33333","78050.80754","121384.1409","388.5364093","120995.6045","0","","","","","","","","","",""
"2022","1","jmrf","101136.7268","0","43333.33333","57803.39343","101136.7268","201.034445","100935.6923","0","","","","","","","","","",""
"2022","2","jmrf","93828.0282","0","43333.33333","50494.69487","93828.0282","234.1063538","93593.92185","0","","","","","","","","","",""
"2022","3","jmrf","103237.7973","0","43333.33333","59904.46395","103237.7973","262.5483918","102975.2489","0","","","","","","","","","",""
"2022","4","jmrf","106932.6946","0","43333.33333","63599.36131","106932.6946","409.2698572","106523.4248","0","","","","","","","","","",""
"2022","5","jmrf","112050.6583","0","43333.33333","68717.32493","112050.6583","587.1101554","111463.5481","0","","","","","","","","","",""
"2022","6","jmrf","128771.6532","0","43333.33333","85438.31987","128771.6532","481.9167663","128289.7364","0","","","","","","","","","",""
"2022","7","jmrf","112019.236","0","43333.33333","68685.90269","112019.236","569.08255","111450.1535","0","","","","","","","","","",""
"2022","8","jmrf","107036.6232","0","43333.33333","63703.28992","107036.6232","479.0028696","106557.6204","0","","","","","","","","","",""
"2022","9","jmrf","107588.7904","0","43333.33333","64255.45703","107588.7904","166.9255331","107421.8648","0","","","","","","","","","",""
"2022","10","jmrf","122569.9944","0","43333.33333","79236.66105","122569.9944","153.0043392","122416.99","0","","","","","","","","","",""
"2022","11","jmrf","113129.3172","0","43333.33333","69795.98387","113129.3172","255.4004204","112873.9168","0","","","","","","","","","",""
"2022","12","jmrf","110302.1699","0","43333.33333","66968.83655","110302.1699","251.9201956","110050.2497","0","","","","","","","","","",""
"2023","1","jmrf","110587.2123","0","43333.33333","67253.879","110587.2123","211.03417","110376.1782","0","","","","","","","","","",""
"2023","2","jmrf","103799.8596","0","43333.33333","60466.52623","103799.8596","258.4721168","103541.3874","0","","","","","","","","","",""
"2023","3","jmrf","113053.2962","0","43333.33333","69719.96283","113053.2962","236.7435024","112816.5527","0","","","","","","","","","",""
"2023","4","jmrf","115467.2478","0","43333.33333","72133.91445","115467.2478","302.5784986","115164.6693","0","","","","","","","","","",""
"2023","5","jmrf","118484.3055","0","43333.33333","75150.97215","118484.3055","287.1772698","118197.1282","0","","","","","","","","","",""
"2023","6","jmrf","119933.4457","0","43333.33333","76600.11236","119933.4457","341.0006166","119592.4451","0","","","","","","","","","",""
"2023","7","jmrf","131161.581","0","43333.33333","87828.24762","131161.581","252.4479241","130909.133","0","","","","","","","","","",""
"2023","8","jmrf","126065.4064","0","43333.33333","82732.0731","126065.4064","327.0898963","125738.3165","0","","","","","","","","","",""
"2023","9","jmrf","110964.1719","0","43333.33333","67630.83854","110964.1719","158.8294011","110805.3425","0","","","","","","","","","",""
"2023","10","jmrf","133169.6754","0","43333.33333","89836.34207","133169.6754","223.905916","132945.7695","0","","","","","","","","","",""
"2023","11","jmrf","115388.5169","0","43333.33333","72055.18355","115388.5169","223.897204","115164.6197","0","","","","","","","","","",""
"2023","12","jmrf","89322.03255","0","43333.33333","45988.69922","89322.03255","223.0046271","89099.02793","0","","","","","","","","","",""
"2024","1","jmrf","127321.2514","0","43333.33333","83987.91803","127321.2514","202.8072386","127118.4441","0","","","","","","","","","",""
"2024","2","jmrf","131189.3674","0","43333.33333","87856.0341","131189.3674","232.0410144","130957.3264","0","","","","","","","","","",""
"2024","3","jmrf","129116.2932","0","43333.33333","85782.95987","129116.2932","181.4635646","128934.8296","0","","","","","","","","","",""
"2024","4","jmrf","139110.4588","0","43333.33333","95777.1255","139110.4588","172.9408356","138937.518","0","","","","","","","","","",""
"2024","5","jmrf","142137.8901","0","43333.33333","98804.55675","142137.8901","266.7657878","141871.1243","0","","","","","","","","","",""
"2024","6","jmrf","146017.9683","0","43333.33333","102684.635","146017.9683","172.7887905","145845.1795","0","","","","","","","","","",""
"2024","7","jmrf","187205.8909","0","43333.33333","143872.5576","187205.8909","255.3933282","186950.4976","0","","","","","","","","","",""
"2024","8","jmrf","126051.4061","0","43333.33333","82718.07275","126051.4061","278.2105714","125773.1955","0","","","","","","","","","",""
"2024","9","jmrf","135323.5982","0","43333.33333","91990.26489","135323.5982","250.72682","135072.8714","0","","","","","","","","","",""
"2024","10","jmrf","129612.2433","0","43333.33333","86278.90996","129612.2433","269.9266891","129342.3166","0","","","","","","","","","",""
"2024","11","jmrf","120544.0836","0","43333.33333","77210.75027","120544.0836","160.345206","120383.7384","0","","","","","","","","","",""
"2024","12","jmrf","149307.7246","0","43333.33333","105974.3913","149307.7246","370.2474644","148937.4772","0","","","","","","","","","",""
"2025","1","jmrf","110735.684","0","43333.33333","67402.35065","110735.684","148.3804664","110587.3035","0","","","","","","","","","",""
"2025","2","jmrf","131415.0241","0","43333.33333","88081.69076","131415.0241","250.3542242","131164.6699","0","","","","","","","","","",""
"2025","3","jmrf","152812.133","0","43333.33333","109478.7997","152812.133","113.399488","152698.7335","0","","","","","","","","","",""
"2025","4","jmrf","181085.7694","0","43333.33333","137752.4361","181085.7694","199.9615924","180885.8079","0","","","","","","","","","",""
"2025","5","jmrf","132418.5888","0","43333.33333","89085.25548","132418.5888","227.0959882","132191.4928","0","","","","","","","","","",""
"2025","6","jmrf","139716.9187","0","43333.33333","96383.58538","139716.9187","1597.396334","138119.5224","0","","","","","","","","","",""
"2025","7","jmrf","129690.595","0","43333.33333","86357.26165","129690.595","373.3458633","129317.2491","0","","","","","","","","","",""
"2025","8","jmrf","131534.8507","0","43333.33333","88201.51738","131534.8507","167.564466","131367.2862","0","","","","","","","","","",""
"2025","9","jmrf","134525.2155","0","43333.33333","91191.8822","134525.2155","143.9145084","134381.301","0","","","","","","","","","",""
"2025","10","jmrf","135355.1429","0","43333.33333","92021.80958","135355.1429","442.4516672","134912.6912","0","","","","","","","","","",""
"2025","11","jmrf","113570.0247","0","43333.33333","70236.6914","113570.0247","164.8849092","113405.1398","0","","","","","","","","","",""
"2025","12","jmrf","133789.2559","0","43333.33333","90455.92258","133789.2559","301.7620134","133487.4939","0","","","","","","","","","",""
